,st_name,year,c_beer,beer_tax,btax_dollars,population,salestax
453,IL,1981,288416,2.052038,0.1575,11443,5.0
454,IL,1982,284165,1.9329561,0.1575,11423,5.0
455,IL,1983,287532,1.8727938,0.1575,11409,5.0
456,IL,1984,283548,1.7952864,0.1575,11412,5.0
457,IL,1985,280361,1.7335526,0.1575,11400,6.0
458,IL,1986,285335,1.7019185,0.1575,11387,6.0
459,IL,1987,288792,1.6419917,0.1575,11391,6.0
460,IL,1988,292175,1.5767561,0.1575,11390,6.0
461,IL,1989,286154,1.5042763,0.1575,11410,6.0
462,IL,1990,290352,1.4271635,0.1575,11453,6.0
463,IL,1991,282757,1.369532,0.1575,11569,6.25
464,IL,1992,276758,1.32951,0.1575,11694,6.25
465,IL,1993,275588,1.2908669,0.1575,11810,6.25
466,IL,1994,277377,1.2586387,0.1575,11913,6.25
467,IL,1995,276297,1.2239519,0.1575,12008,6.25
468,IL,1996,271621,1.1888481,0.1575,12102,6.25
469,IL,1997,270769,1.1621823,0.1575,12186,6.25
470,IL,1998,276800,1.1443573,0.1575,12272,6.25
471,IL,1999,281042,1.1196294,0.1575,12359,6.25
472,IL,2000,282189,1.6795049,0.2442,12439,6.25
473,IL,2001,282115,1.6330364,0.2442,12517,6.25
474,IL,2002,284308,1.6076195,0.2442,12586,6.25
475,IL,2003,282370,1.5717975,0.2442,12654,6.25
476,IN,1970,84042,6.010114,0.1969,5204,2.0
477,IN,1971,85908,5.757838,0.1969,5253,2.0
478,IN,1972,86690,5.5787663,0.1969,5302,2.0
479,IN,1973,89019,5.364112,0.2011,5338,2.0
480,IN,1974,89584,5.136053,0.2138,5362,4.0
481,IN,1975,93570,4.7064576,0.2138,5366,4.0
482,IN,1976,98240,4.4500427,0.2138,5389,4.0
483,IN,1977,104618,4.1783404,0.2138,5426,4.0
484,IN,1978,110918,3.8835497,0.2138,5470,4.0
485,IN,1979,115444,3.4877055,0.2138,5501,4.0
486,IN,1980,120107,3.0729058,0.2138,5492,4.0
487,IN,1981,122389,2.9809923,0.2288,5480,4.0
488,IN,1982,123163,3.1761844,0.2588,5468,4.0
489,IN,1983,121986,3.0773273,0.2588,5450,4.0
490,IN,1984,121163,2.949969,0.2588,5458,5.0
491,IN,1985,120742,2.8485296,0.2588,5459,5.0
492,IN,1986,121355,2.7965493,0.2588,5454,5.0
493,IN,1987,121685,2.698079,0.2588,5473,5.0
494,IN,1988,121620,2.5908856,0.2588,5492,5.0
495,IN,1989,120376,2.4717886,0.2588,5524,5.0
496,IN,1990,124264,2.3450787,0.2588,5558,5.0
497,IN,1991,121058,2.2503803,0.2588,5616,5.0
498,IN,1992,117289,2.184617,0.2588,5675,5.0
499,IN,1993,116929,2.1211195,0.2588,5739,5.0
500,IN,1994,118516,2.0681632,0.2588,5794,5.0
501,IN,1995,116805,2.0111666,0.2588,5851,5.0
502,IN,1996,118596,1.953485,0.2588,5906,5.0
503,IN,1997,119194,1.9096684,0.2588,5955,5.0
504,IN,1998,119242,1.880379,0.2588,5999,5.0
505,IN,1999,124425,1.8397466,0.2588,6045,5.0
506,IN,2000,125490,1.7799175,0.2588,6092,5.0
507,IN,2001,124903,1.7306707,0.2588,6126,5.0
508,IN,2002,123836,1.7037343,0.2588,6157,5.0
509,IN,2003,122606,1.6657706,0.2588,6196,6.0
512,IA,1972,53119,8.924893,0.315,2860,3.0
513,IA,1973,56131,8.402264,0.315,2864,3.0
514,IA,1974,60997,7.5671506,0.315,2868,3.0
515,IA,1975,62601,6.9342103,0.315,2881,3.0
516,IA,1976,63996,6.5564237,0.315,2903,3.0
517,IA,1977,67393,6.156114,0.315,2914,3.0
518,IA,1978,70558,5.7217875,0.315,2918,3.0
519,IA,1979,71728,5.1385746,0.315,2916,3.0
520,IA,1980,71835,4.5274334,0.315,2916,3.0
521,IA,1981,73365,4.104076,0.315,2908,3.0
522,IA,1982,71060,3.8659122,0.315,2888,3.0
523,IA,1983,70748,3.7455876,0.315,2871,3.0
524,IA,1984,69960,3.5905728,0.315,2859,4.0
525,IA,1985,66596,3.4671052,0.315,2830,4.0
526,IA,1986,66732,4.0122056,0.3713,2792,4.0
527,IA,1987,65507,4.456835,0.4275,2767,4.0
528,IA,1988,64801,4.279767,0.4275,2768,4.0
529,IA,1989,63940,4.083036,0.4275,2771,4.0
530,IA,1990,66011,3.8737295,0.4275,2781,4.0
531,IA,1991,65549,3.7173011,0.4275,2798,4.0
532,IA,1992,65533,3.6086702,0.4275,2818,4.0
533,IA,1993,64885,3.5037813,0.4275,2837,5.0
534,IA,1994,66079,3.4163053,0.4275,2851,5.0
535,IA,1995,64823,3.3221552,0.4275,2867,5.0
536,IA,1996,66329,3.2268736,0.4275,2880,5.0
537,IA,1997,66865,3.154495,0.4275,2891,5.0
538,IA,1998,68458,3.106113,0.4275,2903,5.0
539,IA,1999,70297,3.0389943,0.4275,2918,5.0
540,IA,2000,71323,2.940165,0.4275,2929,5.0
541,IA,2001,72040,2.8588166,0.4275,2932,5.0
542,IA,2002,73300,2.8143218,0.4275,2936,5.0
543,IA,2003,73463,2.751611,0.4275,2944,5.0
546,KS,1972,36662,9.562386,0.3375,2256,4.0
547,KS,1973,37830,9.002425,0.3375,2266,4.0
548,KS,1974,42311,8.107661,0.3375,2270,4.0
549,KS,1975,44486,7.429511,0.3375,2281,4.0
550,KS,1976,45531,7.0247397,0.3375,2301,4.0
551,KS,1977,46552,7.2563977,0.3713,2321,4.0
552,KS,1978,47290,7.356584,0.405,2336,4.0
553,KS,1979,49199,6.606739,0.405,2351,4.0
554,KS,1980,51062,5.820986,0.405,2370,4.0
555,KS,1981,51683,5.276669,0.405,2385,4.0
556,KS,1982,51597,4.9704585,0.405,2401,4.0
557,KS,1983,50943,4.8157554,0.405,2416,8.0
558,KS,1984,50571,4.616451,0.405,2424,8.0
559,KS,1985,50287,4.4577065,0.405,2427,8.0
560,KS,1986,48815,4.376362,0.405,2433,8.0
561,KS,1987,48926,4.2222643,0.405,2445,8.0
562,KS,1988,48725,4.054516,0.405,2462,8.0
563,KS,1989,48725,3.868139,0.405,2473,8.0
564,KS,1990,48827,3.669849,0.405,2481,8.0
565,KS,1991,49972,3.5216537,0.405,2499,8.0
566,KS,1992,48407,3.41874,0.405,2532,8.0
567,KS,1993,48989,3.3193717,0.405,2557,8.0
568,KS,1994,50811,3.2364995,0.405,2581,8.0
569,KS,1995,48196,3.147305,0.405,2601,8.0
570,KS,1996,48698,3.057038,0.405,2615,8.0
571,KS,1997,50997,2.988469,0.405,2635,8.0
572,KS,1998,51428,2.9426332,0.405,2661,8.0
573,KS,1999,53926,2.8790472,0.405,2678,8.0
574,KS,2000,54832,2.7854195,0.405,2693,8.0
575,KS,2001,53755,2.7083526,0.405,2700,8.0
576,KS,2002,57596,2.6661994,0.405,2712,8.0
577,KS,2003,56111,2.6067894,0.405,2724,8.0
578,KY,1970,49079,5.5400496,0.1815,3231,5.0
579,KY,1971,52139,5.3075047,0.1815,3298,5.0
580,KY,1972,54099,5.142439,0.1815,3336,5.0
581,KY,1973,55946,4.8413043,0.1815,3371,5.0
582,KY,1974,57021,4.3601203,0.1815,3416,5.0
583,KY,1975,60230,3.995426,0.1815,3468,5.0
584,KY,1976,59481,3.777749,0.1815,3529,5.0
585,KY,1977,70755,3.5470946,0.1815,3574,5.0
586,KY,1978,64414,3.2968395,0.1815,3610,5.0
587,KY,1979,67467,2.9607978,0.1815,3642,5.0
588,KY,1980,68336,2.608664,0.1815,3665,5.0
589,KY,1981,71854,2.3647296,0.1815,3670,5.0
590,KY,1982,72970,2.2275019,0.1815,3683,5.0
591,KY,1983,73099,2.158172,0.1815,3694,5.0
592,KY,1984,68633,2.0688539,0.1815,3695,5.0
593,KY,1985,70041,1.997713,0.1815,3695,5.0
594,KY,1986,71702,1.9612585,0.1815,3688,5.0
595,KY,1987,67736,1.8922,0.1815,3683,5.0
596,KY,1988,71473,1.8170238,0.1815,3680,5.0
597,KY,1989,71336,1.7334994,0.1815,3677,5.0
598,KY,1990,73696,1.644636,0.1815,3694,5.0
599,KY,1991,73511,1.5782226,0.1815,3722,6.0
600,KY,1992,69753,1.5321021,0.1815,3765,6.0
601,KY,1993,73290,1.4875703,0.1815,3812,6.0
602,KY,1994,74073,1.4504313,0.1815,3849,6.0
603,KY,1995,73764,1.4104589,0.1815,3887,6.0
604,KY,1996,74050,1.370006,0.1815,3920,6.0
605,KY,1997,75226,1.3392768,0.1815,3953,6.0
606,KY,1998,76272,1.3187357,0.1815,3985,6.0
607,KY,1999,77257,1.2902397,0.1815,4018,6.0
608,KY,2000,78055,1.2482806,0.1815,4049,6.0
609,KY,2001,76460,1.2137432,0.1815,4067,6.0
610,KY,2002,79605,1.1948524,0.1815,4090,6.0
611,KY,2003,76440,1.1682279,0.1815,4118,6.0
612,LA,1970,68578,25.456755,0.834,3650,2.0
613,LA,1971,68724,24.388203,0.834,3710,3.0
614,LA,1972,72811,23.629717,0.834,3762,3.0
615,LA,1973,75935,22.245993,0.834,3788,3.0
616,LA,1974,79194,20.034931,0.834,3820,3.0
617,LA,1975,81524,18.359148,0.834,3886,3.0
618,LA,1976,81681,17.358912,0.834,3951,3.0
619,LA,1977,85026,16.299046,0.834,4014,3.0
620,LA,1978,90409,15.149114,0.834,4069,3.0
621,LA,1979,92529,13.604988,0.834,4138,3.0
622,LA,1980,100112,11.986919,0.834,4227,3.0
623,LA,1981,108029,10.86603,0.834,4283,3.0
624,LA,1982,110041,10.235463,0.834,4353,3.0
625,LA,1983,107497,9.916889,0.834,4395,3.0
626,LA,1984,106300,9.506469,0.834,4400,3.0
627,LA,1985,103059,9.179574,0.834,4408,4.0
628,LA,1986,106708,9.012064,0.834,4407,4.0
629,LA,1987,103346,8.694737,0.834,4344,4.0
630,LA,1988,108532,8.349299,0.834,4289,4.0
631,LA,1989,106895,7.965501,0.834,4253,4.0
632,LA,1990,111375,7.5571704,0.834,4222,4.0
633,LA,1991,110777,7.251998,0.834,4253,4.0
634,LA,1992,114436,7.040072,0.834,4293,4.0
635,LA,1993,113850,6.835447,0.834,4316,4.0
636,LA,1994,108956,6.6647916,0.834,4347,4.0
637,LA,1995,117808,6.481117,0.834,4379,4.0
638,LA,1996,114793,6.2952337,0.834,4399,4.0
639,LA,1997,116143,6.154032,0.834,4421,4.0
640,LA,1998,116816,6.0596447,0.834,4440,4.0
641,LA,1999,120389,5.9287043,0.834,4461,4.0
642,LA,2000,117937,5.735901,0.834,4469,4.0
643,LA,2001,117788,5.5772,0.834,4466,4.0
644,LA,2002,105295,5.4903955,0.834,4476,4.0
645,LA,2003,112891,5.3680553,0.834,4496,4.0
646,ME,1970,19981,17.169575,0.5625,997,5.0
647,ME,1971,21206,16.448877,0.5625,1015,5.0
648,ME,1972,22347,15.937309,0.5625,1034,5.0
649,ME,1973,23431,15.004042,0.5625,1046,5.0
650,ME,1974,24638,13.512769,0.5625,1059,5.0
651,ME,1975,25914,12.382519,0.5625,1072,5.0
652,ME,1976,25954,11.707899,0.5625,1088,5.0
653,ME,1977,25691,10.993061,0.5625,1104,5.0
654,ME,1978,24824,10.217478,0.5625,1114,5.0
655,ME,1979,24915,9.176026,0.5625,1123,5.0
656,ME,1980,26048,8.0847025,0.5625,1128,5.0
657,ME,1981,24790,7.817288,0.6,1133,5.0
658,ME,1982,26110,8.284098,0.675,1137,5.0
659,ME,1983,26786,8.026259,0.675,1145,5.0
660,ME,1984,25656,7.6940846,0.675,1156,5.0
661,ME,1985,26786,7.429511,0.675,1163,5.0
662,ME,1986,26942,7.9023046,0.7313,1170,5.0
663,ME,1987,26872,8.209959,0.7875,1185,5.0
664,ME,1988,27649,7.883781,0.7875,1204,5.0
665,ME,1989,27434,7.521382,0.7875,1220,5.0
666,ME,1990,26577,7.1358175,0.7875,1232,5.0
667,ME,1991,26149,6.84766,0.7875,1237,5.0
668,ME,1992,25735,6.6475506,0.7875,1239,6.0
669,ME,1993,25478,6.4543343,0.7875,1242,6.0
670,ME,1994,25178,6.293194,0.7875,1243,6.0
671,ME,1995,26198,6.1197596,0.7875,1243,6.0
672,ME,1996,26432,5.9442406,0.7875,1249,6.0
673,ME,1997,26134,5.8109117,0.7875,1255,6.0
674,ME,1998,26046,5.721787,0.7875,1259,6.0
675,ME,1999,26745,5.5981474,0.7875,1267,5.5
676,ME,2000,27370,5.416094,0.7875,1277,5.5
677,ME,2001,28328,5.266241,0.7875,1285,5.0
678,ME,2002,29363,5.1842766,0.7875,1295,5.0
679,ME,2003,30150,5.0687575,0.7875,1306,5.0
680,MD,1970,82602,4.120698,0.135,3938,4.0
681,MD,1971,83812,3.9477308,0.135,4018,4.0
682,MD,1972,83732,3.8249545,0.135,4074,4.0
683,MD,1973,87821,5.401455,0.2025,4098,4.0
684,MD,1974,92354,4.864597,0.2025,4119,4.0
685,MD,1975,94861,4.4577065,0.2025,4139,4.0
686,MD,1976,95136,4.2148438,0.2025,4151,4.0
687,MD,1977,98677,3.9575021,0.2025,4170,4.0
688,MD,1978,102824,3.678292,0.2025,4184,5.0
689,MD,1979,105480,3.3033695,0.2025,4191,5.0
690,MD,1980,106088,2.910493,0.2025,4227,5.0
691,MD,1981,105882,2.6383345,0.2025,4262,5.0
692,MD,1982,97624,2.4852293,0.2025,4283,5.0
693,MD,1983,104020,2.4078777,0.2025,4313,5.0
694,MD,1984,102856,2.3082254,0.2025,4365,5.0
695,MD,1985,104036,2.2288532,0.2025,4413,5.0
696,MD,1986,103547,2.188181,0.2025,4487,5.0
697,MD,1987,105649,2.1111321,0.2025,4566,5.0
698,MD,1988,104103,2.027258,0.2025,4658,5.0
699,MD,1989,101930,1.9340695,0.2025,4727,5.0
700,MD,1990,104108,1.8349245,0.2025,4800,5.0
701,MD,1991,99280,1.7608268,0.2025,4868,5.0
702,MD,1992,96549,1.70937,0.2025,4923,5.0
703,MD,1993,96952,1.6596859,0.2025,4972,5.0
704,MD,1994,97113,1.6182498,0.2025,5023,5.0
705,MD,1995,95400,1.5736525,0.2025,5070,5.0
706,MD,1996,94627,1.528519,0.2025,5112,5.0
707,MD,1997,95792,1.4942344,0.2025,5157,5.0
708,MD,1998,96852,1.4713166,0.2025,5204,5.0
709,MD,1999,97210,1.4395236,0.2025,5255,5.0
710,MD,2000,97754,1.3927097,0.2025,5312,5.0
711,MD,2001,101436,1.3541763,0.2025,5383,5.0
712,MD,2002,102737,1.3330997,0.2025,5451,5.0
713,MD,2003,101107,1.3033947,0.2025,5509,5.0
714,MA,1970,107655,6.062004,0.1986,5704,3.0
715,MA,1971,110110,5.80755,0.1986,5738,3.0
716,MA,1972,113369,5.6269326,0.1986,5760,3.0
717,MA,1973,123668,5.297427,0.1986,5781,3.0
718,MA,1974,130389,4.7709084,0.1986,5774,3.0
719,MA,1975,133138,4.8231287,0.2191,5758,3.0
720,MA,1976,131830,4.9849634,0.2395,5744,3.0
721,MA,1977,137042,4.680601,0.2395,5738,5.0
722,MA,1978,141496,4.350375,0.2395,5736,5.0
723,MA,1979,144225,3.906948,0.2395,5738,5.0
724,MA,1980,151983,3.4422867,0.2395,5743,5.0
725,MA,1981,151300,3.1204007,0.2395,5769,5.0
726,MA,1982,142754,2.9393206,0.2395,5771,5.0
727,MA,1983,144181,2.8478358,0.2395,5799,5.0
728,MA,1984,138070,2.7299752,0.2395,5841,5.0
729,MA,1985,139030,2.6361005,0.2395,5881,5.0
730,MA,1986,140923,2.5879967,0.2395,5903,5.0
731,MA,1987,138965,2.49687,0.2395,5935,5.0
732,MA,1988,139528,2.3976705,0.2395,5980,5.0
733,MA,1989,136583,2.287455,0.2395,6015,5.0
734,MA,1990,133706,2.1701946,0.2395,6023,5.0
735,MA,1991,129794,2.0825582,0.2395,6018,5.0
736,MA,1992,122631,2.0216994,0.2395,6029,5.0
737,MA,1993,124806,1.9629371,0.2395,6061,5.0
738,MA,1994,125105,1.91393,0.2395,6095,5.0
739,MA,1995,124707,1.861184,0.2395,6141,5.0
740,MA,1996,127075,1.807804,0.2395,6180,5.0
741,MA,1997,127402,1.7672551,0.2395,6226,5.0
742,MA,1998,129459,1.7401497,0.2395,6272,5.0
743,MA,1999,124764,1.7025476,0.2395,6317,5.0
744,MA,2000,133990,1.6471802,0.2395,6362,5.0
745,MA,2001,130932,1.601606,0.2395,6400,5.0
746,MA,2002,131923,1.5766784,0.2395,6422,5.0
747,MA,2003,129179,1.5415459,0.2395,6433,5.0
748,MI,1970,193944,13.958483,0.4573,8897,4.0
749,MI,1971,195328,13.372572,0.4573,8974,4.0
750,MI,1972,201363,12.956678,0.4573,9029,4.0
751,MI,1973,209687,12.197953,0.4573,9078,4.0
752,MI,1974,212142,10.985581,0.4573,9118,4.0
753,MI,1975,218353,10.066712,0.4573,9118,4.0
754,MI,1976,220906,9.518262,0.4573,9129,4.0
755,MI,1977,225773,8.937115,0.4573,9171,4.0
756,MI,1978,226062,8.306582,0.4573,9218,4.0
757,MI,1979,217830,7.4599056,0.4573,9266,4.0
758,MI,1980,215111,6.572684,0.4573,9256,4.0
759,MI,1981,213930,5.958076,0.4573,9209,4.0
760,MI,1982,214705,5.612323,0.4573,9115,4.0
761,MI,1983,214925,5.437642,0.4573,9048,4.0
762,MI,1984,210473,5.2125998,0.4573,9049,4.0
763,MI,1985,209576,5.033356,0.4573,9076,4.0
764,MI,1986,214912,4.941507,0.4573,9128,4.0
765,MI,1987,215038,4.76751,0.4573,9187,4.0
766,MI,1988,214646,4.5780993,0.4573,9218,4.0
767,MI,1989,210798,4.3676543,0.4573,9253,4.0
768,MI,1990,218289,4.143758,0.4573,9311,4.0
769,MI,1991,214854,3.9764254,0.4573,9400,4.0
770,MI,1992,209458,3.8602219,0.4573,9479,4.0
771,MI,1993,210621,3.7480216,0.4573,9540,4.0
772,MI,1994,207374,3.6544476,0.4573,9598,5.0
773,MI,1995,205397,3.5537348,0.4573,9676,6.0
774,MI,1996,206990,3.451811,0.4573,9759,6.0
775,MI,1997,202667,3.3743873,0.4573,9809,6.0
776,MI,1998,208797,3.3226326,0.4573,9848,6.0
777,MI,1999,208268,3.2508352,0.4573,9897,6.0
778,MI,2000,209608,3.145117,0.4573,9956,6.0
779,MI,2001,211181,3.0580978,0.4573,10005,6.0
780,MI,2002,208634,3.0105011,0.4573,10043,6.0
781,MI,2003,210882,2.9434192,0.4573,10080,6.0
784,MN,1972,71296,8.225069,0.2903,3870,4.0
785,MN,1973,78501,7.7434196,0.2903,3889,4.0
786,MN,1974,84131,6.97379,0.2903,3904,4.0
787,MN,1975,86499,6.3904805,0.2903,3933,4.0
788,MN,1976,88504,6.042317,0.2903,3965,4.0
789,MN,1977,89833,5.673397,0.2903,3989,4.0
790,MN,1978,91822,5.273127,0.2903,4015,4.0
791,MN,1979,96277,4.7356453,0.2903,4050,4.0
792,MN,1980,99517,4.1724253,0.2903,4085,4.0
793,MN,1981,100290,3.7822645,0.2903,4112,4.0
794,MN,1982,98896,3.5627759,0.2903,4131,5.0
795,MN,1983,99992,3.4518862,0.2903,4141,8.5
796,MN,1984,98036,3.3090265,0.2903,4158,8.5
797,MN,1985,96422,3.1952403,0.2903,4184,8.5
798,MN,1986,97041,3.136933,0.2903,4205,8.5
799,MN,1987,98593,3.2537498,0.3121,4235,8.5
800,MN,1988,98589,3.3427231,0.3339,4296,8.5
801,MN,1989,98078,3.1890657,0.3339,4338,8.5
802,MN,1990,101354,3.0255866,0.3339,4390,8.5
803,MN,1991,100396,2.9034078,0.3339,4441,8.5
804,MN,1992,98360,2.8185613,0.3339,4496,8.5
805,MN,1993,99065,2.7366376,0.3339,4556,8.5
806,MN,1994,102637,2.6683142,0.3339,4610,8.5
807,MN,1995,101742,2.594778,0.3339,4660,8.5
808,MN,1996,104404,2.520358,0.3339,4713,8.5
809,MN,1997,104045,2.4638267,0.3339,4763,8.5
810,MN,1998,108143,2.4260375,0.3339,4813,8.5
811,MN,1999,106645,2.3736143,0.3339,4873,8.5
812,MN,2000,108478,2.2964237,0.3339,4934,8.5
813,MN,2001,111173,2.2328863,0.3339,4985,8.5
814,MN,2002,112735,2.1981332,0.3339,5025,8.5
815,MN,2003,110741,2.149153,0.3339,5059,8.5
816,MS,1970,28648,29.3119,0.9603,2221,5.0
817,MS,1971,32566,28.081524,0.9603,2265,5.0
818,MS,1972,34663,27.208176,0.9603,2307,5.0
819,MS,1973,36663,25.6149,0.9603,2350,5.0
820,MS,1974,38868,23.069,0.9603,2378,5.0
821,MS,1975,39013,21.139437,0.9603,2399,5.0
822,MS,1976,39624,19.987726,0.9603,2430,5.0
823,MS,1977,42563,18.767355,0.9603,2459,5.0
824,MS,1978,46428,17.44328,0.9603,2488,5.0
825,MS,1979,46494,15.665312,0.9603,2507,5.0
826,MS,1980,47882,13.802205,0.9603,2527,5.0
827,MS,1981,50779,12.511569,0.9603,2539,5.0
828,MS,1982,50987,11.78551,0.9603,2557,5.0
829,MS,1983,51882,11.418692,0.9603,2568,5.0
830,MS,1984,52251,10.946118,0.9603,2578,5.5
831,MS,1985,53805,11.183891,1.0161,2588,6.0
832,MS,1986,56419,11.41528,1.0564,2594,6.0
833,MS,1987,56609,10.011458,0.9603,2589,6.0
834,MS,1988,57391,9.613708,0.9603,2580,6.0
835,MS,1989,56647,9.171787,0.9603,2574,6.0
836,MS,1990,59871,8.70162,0.9603,2579,6.0
837,MS,1991,59364,8.350232,0.9603,2599,6.0
838,MS,1992,61512,8.106213,0.9603,2624,6.0
839,MS,1993,63281,7.8705997,0.9603,2655,7.0
840,MS,1994,59968,7.6741004,0.9603,2689,7.0
841,MS,1995,64624,7.46261,0.9603,2723,7.0
842,MS,1996,66057,7.248577,0.9603,2748,7.0
843,MS,1997,66745,7.085992,0.9603,2777,7.0
844,MS,1998,68686,6.9773107,0.9603,2805,7.0
845,MS,1999,71842,6.8265405,0.9603,2828,7.0
846,MS,2000,71823,6.6045394,0.9603,2848,7.0
847,MS,2001,70287,6.421805,0.9603,2858,7.0
848,MS,2002,70948,6.321855,0.9603,2867,7.0
849,MS,2003,71325,6.1809874,0.9603,2881,7.0
852,MO,1972,90158,3.8249545,0.135,4759,3.0
853,MO,1973,92781,3.6009703,0.135,4783,3.0
854,MO,1974,96242,3.2430646,0.135,4796,3.0
855,MO,1975,99794,2.9718046,0.135,4808,3.0
856,MO,1976,99764,2.809896,0.135,4839,3.0
857,MO,1977,104091,2.6383348,0.135,4863,3.0
858,MO,1978,112137,2.4521947,0.135,4889,3.125
859,MO,1979,118213,2.2022464,0.135,4912,3.125
860,MO,1980,121027,1.9403287,0.135,4923,3.125
861,MO,1981,122554,1.7588898,0.135,4932,3.125
862,MO,1982,120724,1.6568196,0.135,4929,3.125
863,MO,1983,120419,1.6052519,0.135,4944,3.35
864,MO,1984,118942,1.5388169,0.135,4975,4.125
865,MO,1985,118877,1.4859023,0.135,5000,4.125
866,MO,1986,123056,1.4587873,0.135,5023,4.225
867,MO,1987,123762,1.4074216,0.135,5057,4.225
868,MO,1988,121986,1.3515053,0.135,5082,4.225
869,MO,1989,122308,1.2893797,0.135,5096,4.225
870,MO,1990,124578,1.223283,0.135,5129,4.425
871,MO,1991,123144,1.1738846,0.135,5171,4.225
872,MO,1992,123289,1.1395801,0.135,5217,4.225
873,MO,1993,124395,1.1064574,0.135,5271,4.225
874,MO,1994,128393,1.0788332,0.135,5325,4.225
875,MO,1995,125303,1.0491017,0.135,5378,4.225
876,MO,1996,126254,1.0190127,0.135,5432,4.225
877,MO,1997,127040,0.99615633,0.135,5481,4.225
878,MO,1998,130325,0.9808778,0.135,5522,4.225
879,MO,1999,133462,0.9596824,0.135,5562,4.23
880,MO,2000,135246,0.92847323,0.135,5606,4.23
881,MO,2001,135846,0.9027842,0.135,5636,4.23
882,MO,2002,150234,0.88873315,0.135,5670,4.23
883,MO,2003,137037,0.8689298,0.135,5704,4.23
884,MT,1970,17179,6.6480594,0.2178,697,0.0
885,MT,1971,17946,6.3690057,0.2178,711,0.0
